OTHER,T_NAMEC,CC_NAMEC,JUDGE_NAMEC,TTAS_DEGREE,NHI_DEGREE
P040610,P04神經系統,P0406步態不穩/運動失調.*假如懷疑腦中風，請選擇P0410中風症狀,症狀發作時間<6小時,2,2
P040611,P04神經系統,P0406步態不穩/運動失調.*假如懷疑腦中風，請選擇P0410中風症狀,輕度呼吸窘迫(92-94%),3,3
P040612,P04神經系統,P0406步態不穩/運動失調.*假如懷疑腦中風，請選擇P0410中風症狀,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P040614,P04神經系統,P0406步態不穩/運動失調.*假如懷疑腦中風，請選擇P0410中風症狀,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P040615,P04神經系統,P0406步態不穩/運動失調.*假如懷疑腦中風，請選擇P0410中風症狀,步態不穩/運動失調，急性,3,3
A020305,A02心臟血管系統,A0203心悸/不規則心跳,血行動力循環不足,2,2
A020313,A02心臟血管系統,A0203心悸/不規則心跳,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A020315,A02心臟血管系統,A0203心悸/不規則心跳,急性、突發性、持續性之心悸,3,3
A020303,A02心臟血管系統,A0203心悸/不規則心跳,無意識(GCS3-8),1,1
A020308,A02心臟血管系統,A0203心悸/不規則心跳,發燒(免疫功能缺陷),2,2
A020314,A02心臟血管系統,A0203心悸/不規則心跳,發燒(看起來有病容),3,3
A020316,A02心臟血管系統,A0203心悸/不規則心跳,發燒(看起來無病容),4,4
A020309,A02心臟血管系統,A0203心悸/不規則心跳,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A020307,A02心臟血管系統,A0203心悸/不規則心跳,每分鐘心跳次數＜50 或＞140,無休克徵象與症狀,2,2
A020310,A02心臟血管系統,A0203心悸/不規則心跳,疑似心因性胸痛/胸悶,2,2
A020312,A02心臟血管系統,A0203心悸/不規則心跳,輕度呼吸窘迫(92-94%),3,3
A020410,A02心臟血管系統,A0204高血壓急症*SBP=收縮壓DBP=舒張壓,SBP200-220mmHg或DBP110-130mmHg，伴隨任一症狀(呼吸短促、胸痛、頭痛、噁心嘔吐、眩暈),3,3
A020411,A02心臟血管系統,A0204高血壓急症*SBP=收縮壓DBP=舒張壓,SBP200-220mmHg或DBP110-130mmHg，無症狀,4,4
A020407,A02心臟血管系統,A0204高血壓急症*SBP=收縮壓DBP=舒張壓,SBP＞220mmHg或DBP＞130mmHg，伴隨任一症狀(呼吸短促、胸痛、頭痛、噁心嘔吐、眩暈),2,2
A020409,A02心臟血管系統,A0204高血壓急症*SBP=收縮壓DBP=舒張壓,SBP＞220mmHg或DBP＞130mmHg，無症狀,3,3
A020404,A02心臟血管系統,A0204高血壓急症*SBP=收縮壓DBP=舒張壓,中度呼吸窘迫(＜92%),2,2
A020402,A02心臟血管系統,A0204高血壓急症*SBP=收縮壓DBP=舒張壓,休克,1,1
A020405,A02心臟血管系統,A0204高血壓急症*SBP=收縮壓DBP=舒張壓,血行動力循環不足,2,2
A020401,A02心臟血管系統,A0204高血壓急症*SBP=收縮壓DBP=舒張壓,重度呼吸窘迫(＜90%),1,1
A020403,A02心臟血管系統,A0204高血壓急症*SBP=收縮壓DBP=舒張壓,無意識(GCS3-8),1,1
A020406,A02心臟血管系統,A0204高血壓急症*SBP=收縮壓DBP=舒張壓,意識程度改變(GCS9-13),2,2
A020408,A02心臟血管系統,A0204高血壓急症*SBP=收縮壓DBP=舒張壓,輕度呼吸窘迫(92-94%),3,3
A010516,A01呼吸系統,A0105咳血,痰中帶血絲,4,4
A010510,A01呼吸系統,A0105咳血,輕度呼吸窘迫(92-94%),3,3
A010513,A01呼吸系統,A0105咳血,凝血異常-中度或輕度的出血,3,3
A010509,A01呼吸系統,A0105咳血,凝血異常-危及生命或肢體的出血,2,2
A010610,A01呼吸系統,A0106呼吸道內異物,口水外流或喘鳴,2,2
A010604,A01呼吸系統,A0106呼吸道內異物,中度呼吸窘迫(＜92%),2,2
A010602,A01呼吸系統,A0106呼吸道內異物,休克,1,1
A010616,A01呼吸系統,A0106呼吸道內異物,有吞嚥困難，但無呼吸窘迫徵象,3,3
A010605,A01呼吸系統,A0106呼吸道內異物,血行動力循環不足,2,2
A010613,A01呼吸系統,A0106呼吸道內異物,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
A010619,A01呼吸系統,A0106呼吸道內異物,呼吸道內異物，生命徵象正常，無發燒，無疼痛不適,4,4
A010615,A01呼吸系統,A0106呼吸道內異物,急性中樞中度疼痛(4-7),3,3
A010609,A01呼吸系統,A0106呼吸道內異物,急性中樞重度疼痛(8-10),2,2
A010618,A01呼吸系統,A0106呼吸道內異物,急性中樞輕度疼痛(＜4),4,4
A010601,A01呼吸系統,A0106呼吸道內異物,重度呼吸窘迫(＜90%),1,1
A010603,A01呼吸系統,A0106呼吸道內異物,無意識(GCS3-8),1,1
A010607,A01呼吸系統,A0106呼吸道內異物,發燒(免疫功能缺陷),2,2
A010614,A01呼吸系統,A0106呼吸道內異物,發燒(看起來有病容),3,3
A010617,A01呼吸系統,A0106呼吸道內異物,發燒(看起來無病容),4,4
A010608,A01呼吸系統,A0106呼吸道內異物,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
A010606,A01呼吸系統,A0106呼吸道內異物,意識程度改變(GCS9-13),2,2
A010612,A01呼吸系統,A0106呼吸道內異物,輕度呼吸窘迫(92-94%),3,3
A010611,A01呼吸系統,A0106呼吸道內異物,嘶啞聲或無法言語,2,2
A010704,A01呼吸系統,A0107過敏反應,中度呼吸窘迫(＜92%),2,2
A010702,A01呼吸系統,A0107過敏反應,休克,1,1
A010705,A01呼吸系統,A0107過敏反應,血行動力循環不足,2,2
A010711,A01呼吸系統,A0107過敏反應,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P031013,P03腸胃系統,P0310直腸內異物,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P031014,P03腸胃系統,P0310直腸內異物,輕度疼痛(<4),4,4
P031015,P03腸胃系統,P0310直腸內異物,直腸內異物，生命徵象正常，無發燒，無疼痛不適,5,5
P031101,P03腸胃系統,P0311直腸會陰疼痛,中度呼吸窘迫(<92%),2,2
P031102,P03腸胃系統,P0311直腸會陰疼痛,血行動力循環不足,2,2
P031103,P03腸胃系統,P0311直腸會陰疼痛,意識程度改變(GCS9-13),2,2
P031104,P03腸胃系統,P0311直腸會陰疼痛,年齡<3M，體溫>38℃或<36℃,2,2
P031105,P03腸胃系統,P0311直腸會陰疼痛,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P031106,P03腸胃系統,P0311直腸會陰疼痛,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P031107,P03腸胃系統,P0311直腸會陰疼痛,重度疼痛(8-10),2,2
P031108,P03腸胃系統,P0311直腸會陰疼痛,輕度呼吸窘迫(92-94%),3,3
P031109,P03腸胃系統,P0311直腸會陰疼痛,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P031110,P03腸胃系統,P0311直腸會陰疼痛,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P031111,P03腸胃系統,P0311直腸會陰疼痛,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P031112,P03腸胃系統,P0311直腸會陰疼痛,中度疼痛(4-7),3,3
P031113,P03腸胃系統,P0311直腸會陰疼痛,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P031114,P03腸胃系統,P0311直腸會陰疼痛,輕度疼痛(<4),4,4
P031201,P03腸胃系統,P0312吐血,重度呼吸窘迫(<90%),1,1
P031202,P03腸胃系統,P0312吐血,休克,1,1
P031203,P03腸胃系統,P0312吐血,無意識(GCS3-8),1,1
P031204,P03腸胃系統,P0312吐血,中度呼吸窘迫(<92%),2,2
P031205,P03腸胃系統,P0312吐血,血行動力循環不足,2,2
P031206,P03腸胃系統,P0312吐血,意識程度改變(GCS9-13),2,2
P031207,P03腸胃系統,P0312吐血,年齡<3M，體溫>38℃或<36℃,2,2
P031208,P03腸胃系統,P0312吐血,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P031209,P03腸胃系統,P0312吐血,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P031210,P03腸胃系統,P0312吐血,凝血異常-危及生命或肢體的出血,2,2
P031211,P03腸胃系統,P0312吐血,急性或明顯吐血,2,2
P031212,P03腸胃系統,P0312吐血,輕度呼吸窘迫(92-94%),3,3
P031213,P03腸胃系統,P0312吐血,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P031214,P03腸胃系統,P0312吐血,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P031215,P03腸胃系統,P0312吐血,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P031216,P03腸胃系統,P0312吐血,凝血異常-中度或輕度的出血,3,3
P031217,P03腸胃系統,P0312吐血,小量的嘔吐，生命徵象正常/咖啡色嘔吐物,3,3
P031301,P03腸胃系統,P0313打嗝,年齡<3M，體溫>38℃或<36℃,2,2
P031302,P03腸胃系統,P0313打嗝,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P031303,P03腸胃系統,P0313打嗝,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P031304,P03腸胃系統,P0313打嗝,重度疼痛(8-10),2,2
P031305,P03腸胃系統,P0313打嗝,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P031306,P03腸胃系統,P0313打嗝,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P031307,P03腸胃系統,P0313打嗝,中度疼痛(4-7),3,3
P031501,P03腸胃系統,P0315吞食異物,重度呼吸窘迫(<90%),1,1
P031308,P03腸胃系統,P0313打嗝,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P031309,P03腸胃系統,P0313打嗝,輕度疼痛(<4),4,4
P031310,P03腸胃系統,P0313打嗝,持續性打嗝,4,4
P031311,P03腸胃系統,P0313打嗝,間歇性打嗝，生命徵象正常，無發燒，無疼痛不適,5,5
P031401,P03腸胃系統,P0314腹部腫塊/腹脹,中度呼吸窘迫(<92%),2,2
P031402,P03腸胃系統,P0314腹部腫塊/腹脹,血行動力循環不足,2,2
P031403,P03腸胃系統,P0314腹部腫塊/腹脹,意識程度改變(GCS9-13),2,2
P031404,P03腸胃系統,P0314腹部腫塊/腹脹,年齡<3M，體溫>38℃或<36℃,2,2
P031405,P03腸胃系統,P0314腹部腫塊/腹脹,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P031406,P03腸胃系統,P0314腹部腫塊/腹脹,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P031407,P03腸胃系統,P0314腹部腫塊/腹脹,重度疼痛(8-10),2,2
P031408,P03腸胃系統,P0314腹部腫塊/腹脹,輕度呼吸窘迫(92-94%),3,3
P031409,P03腸胃系統,P0314腹部腫塊/腹脹,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P031410,P03腸胃系統,P0314腹部腫塊/腹脹,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P031411,P03腸胃系統,P0314腹部腫塊/腹脹,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P031412,P03腸胃系統,P0314腹部腫塊/腹脹,中度疼痛(4-7),3,3
P031413,P03腸胃系統,P0314腹部腫塊/腹脹,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P031414,P03腸胃系統,P0314腹部腫塊/腹脹,輕度疼痛(<4),4,4
P031415,P03腸胃系統,P0314腹部腫塊/腹脹,腹脹，生命徵象正常，無發燒，無疼痛不適,4,4
P031502,P03腸胃系統,P0315吞食異物,休克,1,1
P031503,P03腸胃系統,P0315吞食異物,無意識(GCS3-8),1,1
P031504,P03腸胃系統,P0315吞食異物,中度呼吸窘迫(<92%),2,2
P031505,P03腸胃系統,P0315吞食異物,血行動力循環不足,2,2
P031506,P03腸胃系統,P0315吞食異物,意識程度改變(GCS9-13),2,2
P031507,P03腸胃系統,P0315吞食異物,年齡<3M，體溫>38℃或<36℃,2,2
P031508,P03腸胃系統,P0315吞食異物,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P031509,P03腸胃系統,P0315吞食異物,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P031510,P03腸胃系統,P0315吞食異物,重度疼痛(8-10),2,2
P031511,P03腸胃系統,P0315吞食異物,輕度呼吸窘迫(92-94%),3,3
P031512,P03腸胃系統,P0315吞食異物,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P031513,P03腸胃系統,P0315吞食異物,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P031514,P03腸胃系統,P0315吞食異物,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P031515,P03腸胃系統,P0315吞食異物,中度疼痛(4-7),3,3
P031516,P03腸胃系統,P0315吞食異物,可能有異物,3,3
P031517,P03腸胃系統,P0315吞食異物,有吞嚥困難，但無呼吸窘迫徵象,3,3
P031518,P03腸胃系統,P0315吞食異物,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P031519,P03腸胃系統,P0315吞食異物,輕度疼痛(<4),4,4
P040101,P04神經系統,P0401意識程度改變,重度呼吸窘迫(<90%),1,1
P040102,P04神經系統,P0401意識程度改變,休克,1,1
P040103,P04神經系統,P0401意識程度改變,無意識(GCS3-8),1,1
P040104,P04神經系統,P0401意識程度改變,中度呼吸窘迫(<92%),2,2
P040105,P04神經系統,P0401意識程度改變,血行動力循環不足,2,2
P040106,P04神經系統,P0401意識程度改變,意識程度改變(GCS9-13),2,2
P040107,P04神經系統,P0401意識程度改變,年齡<3M，體溫>38℃或<36℃,2,2
P040108,P04神經系統,P0401意識程度改變,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P040109,P04神經系統,P0401意識程度改變,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P040110,P04神經系統,P0401意識程度改變,<60mg/dl，伴隨任一症狀(混亂、冒汗、虛弱、顫抖),2,2
P040111,P04神經系統,P0401意識程度改變,輕度呼吸窘迫(92-94%),3,3
P040112,P04神經系統,P0401意識程度改變,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P040113,P04神經系統,P0401意識程度改變,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P040114,P04神經系統,P0401意識程度改變,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P040201,P04神經系統,P0402混亂,中度呼吸窘迫(<92%),2,2
P040202,P04神經系統,P0402混亂,血行動力循環不足,2,2
P040203,P04神經系統,P0402混亂,意識程度改變(GCS9-13),2,2
P040204,P04神經系統,P0402混亂,年齡<3M，體溫>38℃或<36℃,2,2
P040205,P04神經系統,P0402混亂,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P040206,P04神經系統,P0402混亂,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P040207,P04神經系統,P0402混亂,急性，有頭痛或意識程度改變,2,2
P040208,P04神經系統,P0402混亂,<60mg/dl，伴隨任一症狀(混亂、冒汗、虛弱、顫抖),2,2
P040209,P04神經系統,P0402混亂,輕度呼吸窘迫(92-94%),3,3
P040210,P04神經系統,P0402混亂,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P040211,P04神經系統,P0402混亂,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P040212,P04神經系統,P0402混亂,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P040213,P04神經系統,P0402混亂,急性，沒有頭痛或意識程度改變,3,3
P040214,P04神經系統,P0402混亂,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P040215,P04神經系統,P0402混亂,慢性，和平常狀態一樣，生命徵象正常，無發燒，無疼痛不適,4,4
P040301,P04神經系統,P0403眩暈/頭暈,重度呼吸窘迫(<90%),1,1
P040302,P04神經系統,P0403眩暈/頭暈,休克,1,1
P040303,P04神經系統,P0403眩暈/頭暈,無意識(GCS3-8),1,1
P040304,P04神經系統,P0403眩暈/頭暈,中度呼吸窘迫(<92%),2,2
P040305,P04神經系統,P0403眩暈/頭暈,血行動力循環不足,2,2
P040306,P04神經系統,P0403眩暈/頭暈,意識程度改變(GCS9-13),2,2
P040307,P04神經系統,P0403眩暈/頭暈,年齡<3M，體溫>38℃或<36℃,2,2
P040308,P04神經系統,P0403眩暈/頭暈,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P040309,P04神經系統,P0403眩暈/頭暈,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P040310,P04神經系統,P0403眩暈/頭暈,非姿勢性+/-其他神經學症狀,2,2
P040311,P04神經系統,P0403眩暈/頭暈,輕度呼吸窘迫(92-94%),3,3
P040312,P04神經系統,P0403眩暈/頭暈,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P040313,P04神經系統,P0403眩暈/頭暈,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P040314,P04神經系統,P0403眩暈/頭暈,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P040315,P04神經系統,P0403眩暈/頭暈,姿勢性，無其他神經學症狀,3,3
P040316,P04神經系統,P0403眩暈/頭暈,慢性頭暈，生命徵象正常，無發燒，無疼痛不適,4,4
P040401,P04神經系統,P0404頭痛,重度呼吸窘迫(<90%),1,1
P040402,P04神經系統,P0404頭痛,休克,1,1
P040403,P04神經系統,P0404頭痛,無意識(GCS3-8),1,1
P040404,P04神經系統,P0404頭痛,中度呼吸窘迫(<92%),2,2
P040405,P04神經系統,P0404頭痛,血行動力循環不足,2,2
P040406,P04神經系統,P0404頭痛,意識程度改變(GCS9-13),2,2
P040407,P04神經系統,P0404頭痛,年齡<3M，體溫>38℃或<36℃,2,2
P040408,P04神經系統,P0404頭痛,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P040409,P04神經系統,P0404頭痛,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P040410,P04神經系統,P0404頭痛,重度疼痛(8-10),2,2
P040411,P04神經系統,P0404頭痛,突然/劇烈/前所未有的嚴重,2,2
P040412,P04神經系統,P0404頭痛,急性視覺障礙+/-眼睛疼痛,2,2
P040413,P04神經系統,P0404頭痛,輕度呼吸窘迫(92-94%),3,3
P040414,P04神經系統,P0404頭痛,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P040415,P04神經系統,P0404頭痛,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P040416,P04神經系統,P0404頭痛,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P040417,P04神經系統,P0404頭痛,中度疼痛(4-7),3,3
P040418,P04神經系統,P0404頭痛,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P040419,P04神經系統,P0404頭痛,輕度疼痛(<4),4,4
P040501,P04神經系統,P0405抽搐,重度呼吸窘迫(<90%),1,1
P040502,P04神經系統,P0405抽搐,休克,1,1
P040503,P04神經系統,P0405抽搐,無意識(GCS3-8),1,1
P040504,P04神經系統,P0405抽搐,中樞體溫>41℃或<32℃,1,1
P040505,P04神經系統,P0405抽搐,持續抽搐,1,1
P040506,P04神經系統,P0405抽搐,中度呼吸窘迫(<92%),2,2
P040507,P04神經系統,P0405抽搐,血行動力循環不足,2,2
P040508,P04神經系統,P0405抽搐,意識程度改變(GCS9-13),2,2
P040509,P04神經系統,P0405抽搐,年齡<3M，體溫>38℃或<36℃,2,2
P030408,P03腸胃系統,P0304便秘,輕度呼吸窘迫(92-94%),3,3
P030409,P03腸胃系統,P0304便秘,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P030410,P03腸胃系統,P0304便秘,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P030411,P03腸胃系統,P0304便秘,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P030412,P03腸胃系統,P0304便秘,中度疼痛(4-7),3,3
P030413,P03腸胃系統,P0304便秘,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P030414,P03腸胃系統,P0304便秘,輕度疼痛(<4),4,4
P030415,P03腸胃系統,P0304便秘,習慣性便秘，生命徵象正常，無發燒，無疼痛不適,5,5
P030501,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,重度呼吸窘迫(<90%),1,1
P030502,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,休克/重度脫水*,1,1
P030503,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,無意識(GCS3-8),1,1
P030504,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,中度呼吸窘迫(<92%),2,2
P030505,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,血行動力循環不足/中度脫水*,2,2
P030506,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,意識程度改變(GCS9-13),2,2
P030507,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,年齡<3M，體溫>38℃或<36℃,2,2
P030508,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P030509,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P030511,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P030512,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P030513,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P030515,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,腹瀉帶血絲,3,3
P030516,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P030517,P03腸胃系統,P0305腹瀉.*假如有凝血問題的病人有腹瀉帶血絲的情形，請選擇P0308血便/黑便,輕微腹瀉，無脫水現象，生命徵象正常，無發燒，無疼痛不適,5,5
P030601,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,中度呼吸窘迫(<92%),2,2
P030603,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,意識程度改變(GCS9-13),2,2
P030604,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,年齡<3M，體溫>38℃或<36℃,2,2
P130406,P13一般和其他,P1304蒼白/貧血,意識程度改變(GCS9-13),2,2
P030605,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P030606,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P030607,P03腸胃系統,P0306鼠蹊部疼痛/腫塊,重度疼痛(8-10),2,2
P130407,P13一般和其他,P1304蒼白/貧血,年齡<3M，體溫>38℃或<36℃,2,2
P130409,P13一般和其他,P1304蒼白/貧血,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P130410,P13一般和其他,P1304蒼白/貧血,凝血異常-危及生命或肢體的出血,2,2
P130411,P13一般和其他,P1304蒼白/貧血,輕度呼吸窘迫(92-94%),3,3
P130412,P13一般和其他,P1304蒼白/貧血,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P130413,P13一般和其他,P1304蒼白/貧血,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P130415,P13一般和其他,P1304蒼白/貧血,凝血異常-中度或輕度的出血,3,3
P130416,P13一般和其他,P1304蒼白/貧血,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P130417,P13一般和其他,P1304蒼白/貧血,蒼白/貧血，生命徵象正常，無發燒，無疼痛不適,4,4
P130501,P13一般和其他,P1305哭鬧不安,重度呼吸窘迫(<90%),1,1
P130502,P13一般和其他,P1305哭鬧不安,休克,1,1
P130503,P13一般和其他,P1305哭鬧不安,無意識(GCS3-8),1,1
P130505,P13一般和其他,P1305哭鬧不安,血行動力循環不足,2,2
P130506,P13一般和其他,P1305哭鬧不安,意識程度改變(GCS9-13),2,2
P130507,P13一般和其他,P1305哭鬧不安,年齡<3M，體溫>38℃或<36℃,2,2
P130509,P13一般和其他,P1305哭鬧不安,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
P130510,P13一般和其他,P1305哭鬧不安,重度疼痛(8-10),2,2
P130511,P13一般和其他,P1305哭鬧不安,持續哭鬧無法安撫,2,2
P130512,P13一般和其他,P1305哭鬧不安,輕度呼吸窘迫(92-94%),3,3
P130513,P13一般和其他,P1305哭鬧不安,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P130514,P13一般和其他,P1305哭鬧不安,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
P130516,P13一般和其他,P1305哭鬧不安,中度疼痛(4-7),3,3
P130517,P13一般和其他,P1305哭鬧不安,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
P130518,P13一般和其他,P1305哭鬧不安,輕度疼痛(<4),4,4
P130519,P13一般和其他,P1305哭鬧不安,可安撫，表現活力可，生命徵象正常，無發燒，無疼痛不適,4,4
P130701,P13一般和其他,P1307高血糖,重度呼吸窘迫(<90%),1,1
P130702,P13一般和其他,P1307高血糖,休克,1,1
P130703,P13一般和其他,P1307高血糖,無意識(GCS3-8),1,1
P130704,P13一般和其他,P1307高血糖,中度呼吸窘迫(<92%),2,2
P130705,P13一般和其他,P1307高血糖,血行動力循環不足,2,2
P130706,P13一般和其他,P1307高血糖,意識程度改變(GCS9-13),2,2
P130707,P13一般和其他,P1307高血糖,年齡<3M，體溫>38℃或<36℃,2,2
P130708,P13一般和其他,P1307高血糖,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
P130710,P13一般和其他,P1307高血糖,>324mg/dl，伴隨任一症狀(呼吸困難、脫水、虛弱),2,2
P130711,P13一般和其他,P1307高血糖,輕度呼吸窘迫(92-94%),3,3
P130712,P13一般和其他,P1307高血糖,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
P130714,P13一般和其他,P1307高血糖,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
P130715,P13一般和其他,P1307高血糖,>324mg/dl，無症狀,3,3
P130801,P13一般和其他,P1308低血糖,重度呼吸窘迫(<90%),1,1
P130802,P13一般和其他,P1308低血糖,休克,1,1
P130803,P13一般和其他,P1308低血糖,無意識(GCS3-8),1,1
P130804,P13一般和其他,P1308低血糖,中度呼吸窘迫(<92%),2,2
